,player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,conceded,balls_recoverd,tackles,t_won,t_lost,clearance_attempted,corner_taken,offsides,dribbles,fouls_committed,fouls_suffered,yellow,red,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,total_attempts,on_target,off_target,on_target_rate,blocked,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_complted,freekicks_taken
506,Guerreiro,Dortmund,Defender,182,3,0,0,23.1,,8.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,84.3,129.0,111.0,0.0,4.0,0.0,4.0
507,Vlahović,Juventus,Forward,180,2,1,0,20.9,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,0.8,0.0,77.0,29.0,22.0,0.0,1.0,0.0,0.0
508,Morato,Benfica,Defender,180,2,1,0,19.6,,10.0,2.0,1.0,1.0,5.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,88.5,134.0,121.0,0.0,0.0,0.0,2.0
509,Bürgy,Young Boys,Defender,180,2,0,0,21.4,,13.0,0.0,0.0,0.0,5.0,,,,1.0,4.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,90.0,130.0,117.0,0.0,0.0,0.0,5.0
510,Vida,Beşiktaş,Defender,180,2,0,0,19.1,,16.0,1.0,1.0,0.0,2.0,,,,4.0,4.0,1.0,0.0,,,,,,,,,,,,,90.0,99.0,90.0,0.0,0.0,0.0,4.0
511,Bailly,Man. United,Defender,180,2,0,0,18.8,,11.0,2.0,1.0,1.0,11.0,,,,2.0,2.0,0.0,0.0,,,,,,,,,,,,,91.5,107.0,98.0,0.0,0.0,0.0,1.0
512,Leo Jardim,LOSC,Goalkeeper,180,2,0,0,11.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,70.5,37.0,26.0,0.0,0.0,0.0,2.0
513,M. Kerzhakov,Zenit,Goalkeeper,180,2,0,0,10.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,33.0,27.0,0.0,0.0,0.0,1.0
514,Onana,Ajax,Goalkeeper,180,2,0,0,8.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,88.0,56.0,49.0,0.0,0.0,0.0,4.0
515,Mudryk,Shakhtar Donetsk,Midfielder,179,6,0,0,24.2,,7.0,3.0,1.0,2.0,3.0,,,,3.0,4.0,1.0,0.0,,,,,,,,4.0,4.0,0.0,1.0,0.0,86.5,69.0,54.0,9.0,11.0,1.0,0.0
516,L. de Jong,Barcelona,Forward,179,3,0,0,22.3,,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,,,,,,,,6.0,1.0,5.0,0.16666666666666666,0.0,83.0,35.0,29.0,0.0,0.0,0.0,0.0
517,Rugani,Juventus,Defender,177,4,0,0,21.7,,15.0,2.0,1.0,1.0,4.0,,,,3.0,1.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,96.8,130.0,122.0,0.0,0.0,0.0,0.0
518,Chalobah,Chelsea,Defender,175,3,1,0,20.4,,7.0,1.0,0.0,1.0,4.0,,,,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.3333333333333333,0.0,85.7,106.0,92.0,0.0,1.0,0.0,5.0
519,Elanga,Man. United,Forward,172,3,1,0,23.0,,3.0,0.0,0.0,0.0,1.0,,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.75,0.0,61.3,47.0,31.0,0.0,1.0,0.0,1.0
520,Paulo Otávio,Wolfsburg,Defender,171,4,0,0,20.2,,15.0,3.0,2.0,1.0,7.0,,,,2.0,6.0,0.0,0.0,,,,,,,,,,,,,66.3,72.0,48.0,0.0,8.0,0.0,0.0
521,Wolf,Dortmund,Midfielder,170,5,0,0,24.3,,3.0,5.0,0.0,5.0,3.0,,,,3.0,0.0,0.0,0.0,,,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,65.2,66.0,50.0,25.0,8.0,2.0,0.0
522,Pongračić,Dortmund,Defender,170,5,0,0,20.6,,9.0,2.0,2.0,0.0,2.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,89.8,89.0,78.0,0.0,0.0,0.0,4.0
523,Sergi Roberto,Barcelona,Midfielder,169,3,0,0,22.0,,4.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,80.0,77.0,62.0,0.0,5.0,0.0,0.0
524,Kean,Juventus,Forward,168,6,1,0,20.6,,2.0,0.0,0.0,0.0,1.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,4.0,4.0,0.4444444444444444,1.0,57.2,44.0,29.0,0.0,0.0,0.0,0.0
525,Gomes,LOSC,Midfielder,168,4,1,1,19.7,,5.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.3333333333333333,0.0,76.5,54.0,40.0,50.0,2.0,1.0,0.0
526,Óliver Torres,Sevilla,Midfielder,168,4,0,0,25.8,,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,79.5,122.0,105.0,20.0,5.0,1.0,2.0
527,Lefort,Young Boys,Defender,167,3,0,0,21.1,,8.0,5.0,5.0,0.0,8.0,,,,6.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,70.7,95.0,65.0,50.0,4.0,2.0,2.0
528,Diallo,Paris,Defender,165,2,0,0,17.9,,15.0,1.0,0.0,1.0,10.0,,,,4.0,0.0,0.0,0.0,,,,,,,,,,,,,85.5,117.0,103.0,0.0,0.0,0.0,1.0
529,Ricca,Club Brugge,Defender,164,4,0,0,21.9,,12.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,75.3,61.0,47.0,25.0,4.0,1.0,1.0
530,Tiago Tomás,Sporting CP,Forward,162,5,0,0,22.1,,2.0,5.0,1.0,4.0,0.0,,,,3.0,4.0,1.0,0.0,,,,,,,,4.0,1.0,3.0,0.25,0.0,56.8,27.0,20.0,33.0,3.0,1.0,0.0
531,Van Der Brempt,Club Brugge,Defender,162,5,0,0,21.5,,11.0,5.0,3.0,2.0,2.0,,,,5.0,4.0,0.0,0.0,,,,,,,,,,,,,68.8,58.0,40.0,28.0,7.0,2.0,2.0
532,Tymchyk,Dynamo Kyiv,Defender,160,4,0,0,22.0,,10.0,1.0,0.0,1.0,1.0,,,,2.0,3.0,1.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,75.8,94.0,75.0,0.0,3.0,0.0,2.0
533,Ibrahimović,Milan,Forward,160,4,0,0,16.4,,,,,,,,,,1.0,2.0,1.0,0.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,86.8,49.0,40.0,100.0,1.0,1.0,2.0
534,Saúl Ñíguez,Chelsea,Midfielder,159,5,0,0,23.0,,8.0,4.0,4.0,0.0,5.0,,,,3.0,1.0,0.0,0.0,,,,,,,,5.0,2.0,3.0,0.4,0.0,77.8,92.0,79.0,0.0,9.0,0.0,0.0
535,Pedri,Barcelona,Midfielder,158,2,0,0,20.7,,8.0,2.0,0.0,2.0,0.0,,,,2.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,87.0,103.0,90.0,0.0,1.0,0.0,2.0
536,Pizzi,Benfica,Midfielder,157,6,0,0,21.2,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.3333333333333333,2.0,61.0,61.0,43.0,16.0,6.0,1.0,5.0
537,Vormer,Club Brugge,Midfielder,156,4,0,1,20.9,,3.0,4.0,2.0,2.0,1.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,83.0,80.0,68.0,20.0,10.0,2.0,5.0
538,Hutchinson,Beşiktaş,Midfielder,156,4,0,0,19.9,,5.0,1.0,1.0,0.0,0.0,,,,2.0,3.0,1.0,0.0,,,,,,,,4.0,2.0,2.0,0.5,0.0,88.5,90.0,77.0,50.0,2.0,1.0,3.0
539,Yansané,Sheriff,Forward,156,3,1,0,21.6,,5.0,0.0,0.0,0.0,1.0,,,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.6666666666666666,0.0,72.3,37.0,31.0,0.0,0.0,0.0,0.0
540,Alexis Sánchez,Inter,Forward,155,6,1,1,19.0,,4.0,6.0,2.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.5,0.0,80.0,67.0,54.0,0.0,0.0,0.0,0.0
541,Meite,Benfica,Midfielder,155,3,0,0,19.9,,9.0,0.0,0.0,0.0,3.0,,,,1.0,7.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,84.0,41.0,35.0,0.0,0.0,0.0,3.0
542,Fábio Cardoso,Porto,Defender,155,2,0,0,18.7,,3.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,94.0,39.0,36.0,0.0,0.0,0.0,2.0
543,Karavaev,Dynamo Kyiv,Defender,154,6,0,0,21.6,,4.0,1.0,0.0,1.0,4.0,,,,1.0,3.0,0.0,0.0,,,,,,,,3.0,0.0,1.0,0.0,2.0,70.5,57.0,44.0,25.0,4.0,1.0,3.0
544,Fati,Barcelona,Forward,154,3,1,0,19.7,,2.0,1.0,1.0,0.0,0.0,,,,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.25,2.0,86.7,74.0,64.0,50.0,2.0,1.0,1.0
545,Mostovoy,Zenit,Midfielder,150,5,0,0,20.9,,4.0,1.0,0.0,1.0,0.0,,,,2.0,2.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,81.2,49.0,38.0,16.0,6.0,1.0,0.0
546,Poulsen,Leipzig,Forward,147,4,0,1,18.8,,3.0,3.0,0.0,3.0,4.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,,,,,,,,5.0,1.0,2.0,0.2,2.0,46.8,43.0,27.0,0.0,1.0,0.0,0.0
547,D'Ambrosio,Inter,Defender,147,3,0,0,19.2,,7.0,3.0,1.0,2.0,0.0,,,,4.0,1.0,1.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,90.7,64.0,56.0,0.0,3.0,0.0,2.0
548,Schuurs,Ajax,Defender,146,3,0,1,14.4,,13.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,90.3,111.0,99.0,0.0,0.0,0.0,6.0
549,Toni Martínez,Porto,Forward,144,6,0,0,19.6,,1.0,1.0,0.0,1.0,0.0,,,,2.0,3.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,89.0,20.0,16.0,0.0,2.0,0.0,0.0
550,Matheus Cunha,Atlético,Forward,142,5,0,0,18.3,,2.0,2.0,0.0,2.0,1.0,,,,6.0,3.0,0.0,0.0,,,,,,,,4.0,0.0,2.0,0.0,2.0,93.6,19.0,17.0,0.0,0.0,0.0,0.0
551,T. Hazard,Dortmund,Midfielder,142,3,0,0,19.0,,4.0,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,3.0,0.0,2.0,0.0,1.0,80.7,66.0,54.0,33.0,6.0,2.0,1.0
552,Tagliafico,Ajax,Defender,139,3,0,1,16.6,,10.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,76.3,69.0,57.0,16.0,6.0,1.0,1.0
553,Draxler,Paris,Forward,136,3,0,0,15.1,,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,77.0,76.0,68.0,0.0,1.0,0.0,0.0
554,Rıdvan Yılmaz,Beşiktaş,Defender,135,2,0,0,15.3,,10.0,0.0,0.0,0.0,3.0,,,,1.0,2.0,0.0,0.0,,,,,,,,,,,,,78.5,57.0,44.0,0.0,2.0,0.0,1.0
555,Sabitzer,Bayern,Midfielder,133,5,0,0,19.6,,7.0,1.0,0.0,1.0,0.0,,,,3.0,0.0,1.0,0.0,,,,,,,,5.0,0.0,4.0,0.0,1.0,85.8,83.0,72.0,0.0,5.0,0.0,2.0
556,Daniel Bragança,Sporting CP,Midfielder,131,5,0,0,18.9,,7.0,2.0,2.0,0.0,0.0,,,,3.0,6.0,1.0,0.0,,,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,93.6,66.0,61.0,0.0,0.0,0.0,2.0
557,Diogo Gonçalves,Benfica,Midfielder,131,5,0,0,18.0,,6.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,0.0,69.4,42.0,35.0,20.0,5.0,1.0,1.0
558,Wendell,Porto,Defender,131,4,0,0,16.0,,4.0,6.0,2.0,4.0,2.0,,,,7.0,1.0,1.0,1.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,84.8,52.0,42.0,0.0,0.0,0.0,3.0
559,Mechele,Club Brugge,Defender,131,3,0,0,16.5,,5.0,1.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,88.7,38.0,32.0,0.0,0.0,0.0,1.0
560,Muriel,Atalanta,Forward,130,5,1,0,16.9,,,,,,,,,,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,2.0,0.5,2.0,65.0,59.0,48.0,0.0,5.0,0.0,2.0
561,Aurier,Villarreal,Defender,129,5,0,1,15.9,,9.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,91.8,66.0,58.0,0.0,2.0,0.0,0.0
562,Reinier,Dortmund,Forward,126,3,0,0,16.7,,6.0,2.0,0.0,2.0,0.0,,,,4.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,90.0,71.0,64.0,0.0,1.0,0.0,0.0
563,Marcano,Porto,Defender,126,2,0,0,14.8,,6.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,60.5,53.0,36.0,0.0,1.0,0.0,1.0
564,Sarr,Bayern,Defender,125,5,0,0,17.3,,3.0,1.0,1.0,0.0,1.0,,,,3.0,3.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,90.2,72.0,62.0,25.0,4.0,1.0,0.0
565,Rekik,Sevilla,Defender,125,4,0,0,15.1,,5.0,1.0,0.0,1.0,0.0,,,,3.0,3.0,1.0,0.0,,,,,,,,,,,,,92.3,93.0,86.0,0.0,2.0,0.0,5.0
566,Vecino,Inter,Midfielder,124,4,0,0,18.9,,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,62.5,40.0,29.0,0.0,1.0,0.0,0.0
567,Lewicki,Malmö,Midfielder,123,2,0,0,14.6,,6.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,87.5,62.0,54.0,0.0,1.0,0.0,0.0
568,Dembélé,Barcelona,Forward,122,3,0,0,14.8,,2.0,1.0,0.0,1.0,0.0,,,,1.0,2.0,0.0,0.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,73.0,57.0,41.0,20.0,10.0,2.0,0.0
569,Lamela,Sevilla,Midfielder,119,4,0,0,17.6,,7.0,6.0,2.0,4.0,1.0,,,,4.0,6.0,1.0,0.0,,,,,,,,3.0,2.0,1.0,0.6666666666666666,0.0,85.0,54.0,46.0,20.0,5.0,1.0,2.0
570,Waldschmidt,Wolfsburg,Forward,119,3,0,0,15.6,,1.0,1.0,0.0,1.0,1.0,,,,2.0,0.0,1.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,74.3,30.0,25.0,0.0,0.0,0.0,0.0
571,Rebić,Milan,Forward,117,2,1,0,13.0,,1.0,2.0,0.0,2.0,4.0,,,,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,62.0,21.0,13.0,0.0,2.0,0.0,0.0
572,Lingard,Man. United,Midfielder,116,4,0,1,14.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,2.0,2.0,0.0,1.0,0.0,82.5,49.0,42.0,0.0,0.0,0.0,0.0
573,Abubakari,Malmö,Forward,116,4,0,0,15.3,,2.0,2.0,2.0,0.0,2.0,,,,6.0,4.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,82.8,33.0,26.0,0.0,1.0,0.0,0.0
574,Brobbey,Leipzig,Forward,115,5,0,0,14.3,,2.0,1.0,1.0,0.0,1.0,,,,3.0,3.0,0.0,0.0,,,,,,,,,,,,,42.6,23.0,13.0,0.0,2.0,0.0,0.0
575,Messias Junior,Milan,Forward,115,2,1,0,15.6,,3.0,1.0,1.0,0.0,0.0,,,,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,84.0,35.0,26.0,25.0,4.0,1.0,2.0
576,Lázaro,Benfica,Midfielder,114,6,0,0,15.6,,4.0,2.0,1.0,1.0,4.0,,,,2.0,1.0,0.0,0.0,,,,,,,,,,,,,54.0,47.0,38.0,0.0,0.0,0.0,2.0
577,Maceiras,Young Boys,Defender,113,3,0,0,16.0,,4.0,2.0,2.0,0.0,1.0,,,,1.0,2.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,73.7,57.0,47.0,0.0,7.0,0.0,1.0
578,Salih Uçan,Beşiktaş,Midfielder,109,5,0,0,15.4,,11.0,4.0,2.0,2.0,0.0,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,75.4,57.0,50.0,0.0,3.0,0.0,0.0
579,Coutinho,Barcelona,Forward,109,4,0,0,14.3,,1.0,0.0,0.0,0.0,0.0,,,,1.0,4.0,0.0,0.0,,,,,,,,4.0,1.0,2.0,0.25,1.0,84.0,66.0,52.0,0.0,3.0,0.0,1.0
580,Correa,Inter,Forward,106,5,0,0,14.8,,,,,,,,,,1.0,2.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,90.8,27.0,24.0,0.0,1.0,0.0,0.0
581,Erokhin,Zenit,Midfielder,104,6,0,0,15.7,,3.0,3.0,0.0,3.0,1.0,,,,2.0,2.0,0.0,0.0,,,,,,,,4.0,0.0,2.0,0.0,2.0,98.0,27.0,26.0,0.0,2.0,0.0,0.0
582,Shkurin,Dynamo Kyiv,Forward,104,2,0,0,14.0,,1.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,64.0,22.0,14.0,0.0,0.0,0.0,0.0
583,Slimani,Sporting CP,Forward,104,2,0,0,12.4,,,,,,,,,,2.0,0.0,1.0,0.0,,,,,,,,,,,,,71.5,23.0,17.0,0.0,1.0,0.0,0.0
584,Demir,Barcelona,Midfielder,101,3,0,0,12.8,,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,87.7,47.0,39.0,0.0,0.0,0.0,0.0
585,Gosens,Atalanta,Midfielder,101,2,1,0,12.1,,5.0,2.0,1.0,1.0,2.0,,,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.6666666666666666,0.0,70.5,56.0,43.0,0.0,0.0,0.0,0.0
586,Traoré,Shakhtar Donetsk,Forward,101,2,0,0,10.5,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,36.5,22.0,16.0,0.0,0.0,0.0,0.0
587,Tigges,Dortmund,Forward,100,2,0,0,13.4,,,,,,,,,,4.0,1.0,0.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,57.5,19.0,9.0,0.0,0.0,0.0,0.0
588,Sarr,Chelsea,Defender,100,2,0,0,11.9,,9.0,1.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,90.0,71.0,68.0,0.0,0.0,0.0,0.0
589,Ranocchia,Inter,Defender,98,3,0,0,10.9,,5.0,0.0,0.0,0.0,1.0,,,,2.0,1.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,83.3,38.0,31.0,0.0,0.0,0.0,2.0
590,Nikolov,Sheriff,Midfielder,97,5,1,0,14.6,,5.0,2.0,2.0,0.0,0.0,,,,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.3333333333333333,1.0,72.4,27.0,24.0,0.0,0.0,0.0,0.0
591,Zagadou,Dortmund,Defender,97,2,0,0,12.3,,7.0,0.0,0.0,0.0,3.0,,,,2.0,0.0,1.0,0.0,,,,,,,,,,,,,87.0,111.0,103.0,100.0,1.0,1.0,0.0
592,Mata,Man. United,Midfielder,96,3,0,0,13.2,,4.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,0.0,57.0,55.0,47.0,0.0,2.0,0.0,4.0
593,Barkley,Chelsea,Midfielder,96,3,0,0,12.7,,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,89.3,69.0,61.0,37.0,8.0,3.0,3.0
594,Andriyevskiy,Dynamo Kyiv,Midfielder,94,2,0,0,12.9,,6.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,90.0,48.0,40.0,0.0,0.0,0.0,2.0
595,Vitinho,Dynamo Kyiv,Midfielder,93,3,0,0,13.5,,3.0,0.0,0.0,0.0,0.0,,,,1.0,4.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,67.7,28.0,21.0,0.0,2.0,0.0,0.0
596,Mario Gaspar,Villarreal,Defender,93,2,0,0,10.8,,1.0,0.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,0.0,,,,,,,,,,,,,95.0,32.0,29.0,0.0,1.0,0.0,1.0
597,Verbič,Dynamo Kyiv,Midfielder,91,3,0,0,13.1,,4.0,2.0,1.0,1.0,0.0,,,,3.0,4.0,1.0,0.0,,,,,,,,3.0,0.0,1.0,0.0,2.0,35.7,26.0,18.0,0.0,0.0,0.0,0.0
598,Ballo,Milan,Defender,91,2,0,0,11.6,,7.0,2.0,1.0,1.0,1.0,,,,2.0,2.0,0.0,0.0,,,,,,,,,,,,,81.0,31.0,27.0,0.0,1.0,0.0,1.0
599,Philipp,Wolfsburg,Forward,90,2,0,0,11.1,,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,44.0,9.0,7.0,0.0,0.0,0.0,1.0
600,Hateboer,Atalanta,Defender,90,1,0,0,11.8,,1.0,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,88.0,33.0,29.0,33.0,3.0,1.0,0.0
601,N'Koudou,Beşiktaş,Midfielder,90,1,0,0,10.9,,2.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,83.0,41.0,34.0,0.0,1.0,0.0,0.0
602,Egan-Riley,Man. City,Defender,90,1,0,0,10.8,,3.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,95.0,61.0,58.0,0.0,1.0,0.0,0.0
603,Shabanov,Dynamo Kyiv,Defender,90,1,0,0,10.7,,2.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,94.0,35.0,33.0,0.0,0.0,0.0,0.0
604,Bondar,Shakhtar Donetsk,Defender,90,1,0,0,10.2,,9.0,0.0,0.0,0.0,2.0,,,,1.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,94.0,105.0,99.0,0.0,0.0,0.0,3.0
605,Lustenberger,Young Boys,Defender,90,1,0,0,10.2,,3.0,2.0,2.0,0.0,4.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,84.0,68.0,57.0,0.0,1.0,0.0,1.0
606,Serdar Saatçı,Beşiktaş,Defender,90,1,0,0,9.5,,9.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,82.0,22.0,18.0,0.0,0.0,0.0,2.0
607,Vitão,Shakhtar Donetsk,Defender,90,1,0,0,9.4,,3.0,1.0,0.0,1.0,10.0,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,93.0,73.0,68.0,0.0,0.0,0.0,3.0
608,Ulreich,Bayern,Goalkeeper,90,1,0,0,6.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,97.0,32.0,31.0,0.0,0.0,0.0,1.0
609,Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,54.0,28.0,15.0,0.0,0.0,0.0,3.0
610,Pervan,Wolfsburg,Goalkeeper,90,1,0,0,5.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,62.0,40.0,25.0,0.0,0.0,0.0,0.0
611,Kepa,Chelsea,Goalkeeper,90,1,0,0,5.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,28.0,21.0,0.0,0.0,0.0,2.0
612,João Virginia,Sporting CP,Goalkeeper,90,1,0,0,5.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,78.0,36.0,28.0,0.0,0.0,0.0,1.0
613,Günok,Beşiktaş,Goalkeeper,90,1,0,0,4.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,66.0,38.0,25.0,0.0,0.0,0.0,1.0
614,Celeadnic,Sheriff,Goalkeeper,90,1,0,0,4.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,81.0,31.0,25.0,0.0,0.0,0.0,2.0
615,Boyko,Dynamo Kyiv,Goalkeeper,90,1,0,0,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,74.0,31.0,23.0,0.0,0.0,0.0,2.0
616,Perin,Juventus,Goalkeeper,90,1,0,0,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,79.0,19.0,15.0,0.0,0.0,0.0,0.0
617,Steffen,Man. City,Goalkeeper,90,1,0,0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,92.0,25.0,23.0,0.0,0.0,0.0,3.0
618,Nanasi,Malmö,Midfielder,89,2,0,0,12.4,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
619,Florenzi,Milan,Defender,88,4,0,0,12.6,,4.0,0.0,0.0,0.0,6.0,,,,1.0,1.0,0.0,0.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,,,,,,,
620,Olmo,Leipzig,Forward,88,2,0,1,10.9,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,,,,,,,
621,Fábio Vieira,Porto,Midfielder,85,2,0,1,11.0,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,,
622,Bondarenko,Shakhtar Donetsk,Midfielder,84,2,0,0,11.8,,2.0,2.0,0.0,2.0,0.0,,,,1.0,2.0,0.0,0.0,,,,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,
