,player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,conceded,balls_recoverd,tackles,t_won,t_lost,clearance_attempted,corner_taken,offsides,dribbles,fouls_committed,fouls_suffered,yellow,red,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,total_attempts,on_target,off_target,on_target_rate,blocked,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_complted,freekicks_taken
193,Lo Celso,Villarreal,Midfielder,524,6,0,0,68.4,,21.0,12.0,7.0,5.0,3.0,,,,8.0,15.0,3.0,0.0,,,,,,,,5.0,0.0,3.0,0.0,2.0,82.5,204.0,170.0,0.0,3.0,0.0,1.0
194,F. de Jong,Barcelona,Midfielder,523,6,0,0,69.0,,25.0,10.0,3.0,7.0,3.0,,,,4.0,7.0,1.0,0.0,,,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,90.2,346.0,312.0,0.0,1.0,0.0,8.0
195,Morata,Juventus,Forward,520,7,2,0,60.2,,11.0,0.0,0.0,0.0,7.0,,,,5.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,18.0,7.0,8.0,0.3888888888888889,3.0,78.9,137.0,108.0,0.0,4.0,0.0,0.0
196,Bruno Fernandes,Man. United,Midfielder,520,7,0,7,58.4,,17.0,13.0,6.0,7.0,7.0,10.0,2.0,7.0,5.0,9.0,0.0,0.0,,,,,,,,12.0,3.0,3.0,0.25,6.0,78.2,324.0,250.0,21.0,28.0,6.0,11.0
197,Griezmann,Atlético,Forward,518,9,4,2,64.3,,20.0,14.0,6.0,8.0,5.0,2.0,1.0,8.0,6.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,5.0,5.0,0.4166666666666667,2.0,79.8,191.0,151.0,42.0,7.0,3.0,1.0
198,Sučić,Salzburg,Midfielder,516,8,1,0,65.4,,22.0,2.0,2.0,0.0,3.0,,,,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,2.0,5.0,0.16666666666666666,5.0,66.9,194.0,153.0,21.0,14.0,3.0,4.0
199,Süle,Bayern,Defender,515,7,0,0,61.4,,40.0,3.0,1.0,2.0,12.0,,,,4.0,2.0,0.0,0.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,94.7,429.0,413.0,0.0,2.0,0.0,9.0
200,Yaremchuk,Benfica,Forward,514,10,3,0,66.5,,2.0,5.0,2.0,3.0,2.0,,,,2.0,13.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,15.0,9.0,5.0,0.6,1.0,70.0,103.0,71.0,0.0,1.0,0.0,0.0
201,Sarabia,Sporting CP,Forward,510,8,2,0,66.6,,9.0,6.0,3.0,3.0,1.0,,,,3.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,4.0,0.0,0.6666666666666666,2.0,71.5,140.0,98.0,53.0,13.0,7.0,4.0
202,Matheus Nunes,Sporting CP,Midfielder,509,6,0,2,64.3,,22.0,4.0,2.0,2.0,9.0,0.0,0.0,21.0,4.0,9.0,3.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,83.7,211.0,177.0,0.0,0.0,0.0,11.0
203,James,Chelsea,Defender,505,6,1,0,54.6,,27.0,2.0,1.0,1.0,6.0,,,,5.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,5.0,3.0,0.4166666666666667,4.0,90.3,359.0,324.0,30.0,23.0,7.0,14.0
204,Aebischer,Young Boys,Midfielder,504,6,0,1,53.9,,33.0,7.0,2.0,5.0,2.0,11.0,0.0,6.0,6.0,4.0,2.0,0.0,,,,,,,,7.0,1.0,5.0,0.14285714285714285,1.0,85.5,272.0,235.0,47.0,21.0,10.0,3.0
205,Bellingham,Dortmund,Midfielder,503,6,1,3,62.3,,24.0,16.0,9.0,7.0,5.0,1.0,1.0,24.0,8.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,4.0,6.0,0.3076923076923077,3.0,86.8,281.0,246.0,28.0,7.0,2.0,4.0
206,Zinchenko,Man. City,Defender,501,8,0,1,64.4,,31.0,6.0,2.0,4.0,8.0,1.0,0.0,3.0,5.0,3.0,2.0,0.0,,,,,,,,6.0,0.0,2.0,0.0,4.0,88.0,356.0,314.0,23.0,13.0,3.0,4.0
207,De Ketelaere,Club Brugge,Forward,500,6,0,1,58.5,,9.0,1.0,0.0,1.0,1.0,6.0,10.0,6.0,1.0,11.0,0.0,0.0,,,,,,,,8.0,5.0,2.0,0.625,1.0,73.0,157.0,116.0,30.0,13.0,4.0,2.0
208,Čolak,Malmö,Forward,500,6,0,0,63.0,,4.0,2.0,0.0,2.0,2.0,,,,11.0,7.0,1.0,0.0,,,,,,,,7.0,1.0,5.0,0.14285714285714285,1.0,77.5,76.0,59.0,0.0,2.0,0.0,0.0
209,Reus,Dortmund,Midfielder,499,6,3,1,62.7,,15.0,1.0,0.0,1.0,7.0,5.0,7.0,5.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,15.0,9.0,3.0,0.6,3.0,83.0,215.0,182.0,7.0,14.0,1.0,8.0
210,Rakitskyy,Zenit,Defender,497,6,1,2,52.3,,32.0,12.0,7.0,5.0,21.0,6.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,3.0,2.0,0.42857142857142855,2.0,81.7,348.0,287.0,28.0,14.0,4.0,20.0
211,Barella,Inter,Midfielder,496,6,0,0,65.4,,13.0,10.0,3.0,7.0,2.0,,,,3.0,7.0,0.0,1.0,,,,,,,,7.0,0.0,7.0,0.0,0.0,85.2,306.0,265.0,50.0,8.0,4.0,5.0
212,Innocent,Malmö,Midfielder,496,6,0,0,60.1,,23.0,14.0,2.0,12.0,5.0,,,,11.0,7.0,1.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,89.5,225.0,202.0,0.0,0.0,0.0,3.0
213,Taremi,Porto,Forward,494,6,1,1,60.6,,12.0,2.0,0.0,2.0,7.0,1.0,2.0,4.0,9.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,3.0,10.0,0.17647058823529413,4.0,70.3,108.0,75.0,0.0,1.0,0.0,0.0
214,João Mário,Benfica,Midfielder,493,8,0,4,66.0,,18.0,6.0,2.0,4.0,2.0,8.0,0.0,7.0,13.0,13.0,2.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,85.8,268.0,242.0,40.0,10.0,4.0,23.0
215,Addo,Sheriff,Midfielder,491,6,0,0,59.7,,27.0,26.0,7.0,19.0,10.0,,,,14.0,4.0,3.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,85.2,137.0,118.0,0.0,0.0,0.0,2.0
216,Tsygankov,Dynamo Kyiv,Midfielder,490,6,0,1,65.8,,20.0,5.0,1.0,4.0,6.0,10.0,0.0,8.0,3.0,5.0,1.0,0.0,,,,,,,,9.0,2.0,4.0,0.2222222222222222,3.0,84.7,174.0,148.0,22.0,9.0,2.0,3.0
217,Elia,Young Boys,Forward,489,6,1,0,49.1,,10.0,1.0,0.0,1.0,0.0,,,,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,7.0,0.3,0.0,81.8,118.0,96.0,7.0,14.0,1.0,2.0
218,De Vrij,Inter,Defender,487,6,1,0,55.4,,31.0,5.0,4.0,1.0,16.0,,,,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.75,0.0,92.7,322.0,301.0,0.0,0.0,0.0,4.0
219,Sergio Busquets,Barcelona,Midfielder,487,6,0,0,63.9,,29.0,19.0,9.0,10.0,3.0,,,,9.0,14.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,89.0,382.0,340.0,0.0,0.0,0.0,16.0
220,Shaparenko,Dynamo Kyiv,Midfielder,486,6,0,0,68.7,,33.0,11.0,4.0,7.0,4.0,,,,7.0,8.0,1.0,0.0,,,,,,,,7.0,3.0,4.0,0.42857142857142855,0.0,87.3,321.0,287.0,44.0,9.0,4.0,17.0
221,Mukiele,Leipzig,Defender,484,6,1,1,57.0,,30.0,9.0,3.0,6.0,18.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.4,1.0,72.7,196.0,144.0,13.0,15.0,2.0,10.0
222,Wendel,Zenit,Midfielder,484,6,1,0,59.1,,22.0,8.0,4.0,4.0,6.0,,,,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,2.0,0.5714285714285714,1.0,92.3,295.0,274.0,0.0,4.0,0.0,4.0
223,Meunier,Dortmund,Defender,484,6,0,1,65.6,,42.0,3.0,0.0,3.0,9.0,0.0,1.0,7.0,6.0,1.0,1.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,77.3,271.0,212.0,5.0,18.0,1.0,3.0
224,De Roon,Atalanta,Midfielder,484,6,0,0,62.1,,34.0,4.0,0.0,4.0,15.0,,,,10.0,1.0,2.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,81.5,298.0,245.0,0.0,1.0,0.0,6.0
225,Nsoki,Club Brugge,Defender,484,6,0,0,56.8,,41.0,7.0,2.0,5.0,27.0,,,,7.0,2.0,1.0,0.0,,,,,,,,,,,,,85.7,184.0,162.0,0.0,0.0,0.0,4.0
226,Renan Lodi,Atlético,Defender,478,10,1,2,61.7,,23.0,21.0,6.0,15.0,8.0,1.0,5.0,9.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.5,1.0,78.8,164.0,128.0,25.0,20.0,5.0,5.0
227,Davies,Bayern,Midfielder,477,7,0,2,61.4,,24.0,4.0,2.0,2.0,4.0,0.0,0.0,18.0,7.0,4.0,0.0,0.0,,,,,,,,7.0,2.0,3.0,0.2857142857142857,2.0,86.7,278.0,236.0,26.0,15.0,4.0,4.0
228,Maycon,Shakhtar Donetsk,Midfielder,473,6,0,0,62.9,,18.0,2.0,1.0,1.0,3.0,,,,5.0,1.0,0.0,0.0,,,,,,,,5.0,0.0,2.0,0.0,3.0,94.5,395.0,373.0,58.0,12.0,7.0,9.0
229,Carrasco,Atlético,Forward,472,7,0,0,60.1,,8.0,1.0,0.0,1.0,8.0,,,,1.0,7.0,0.0,1.0,,,,,,,,6.0,2.0,1.0,0.3333333333333333,3.0,79.7,148.0,117.0,21.0,14.0,3.0,11.0
230,Cuadrado,Juventus,Midfielder,472,7,0,0,56.2,,23.0,6.0,1.0,5.0,9.0,,,,3.0,9.0,2.0,0.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,87.2,256.0,226.0,32.0,28.0,9.0,3.0
231,Felipe,Atlético,Defender,472,7,0,0,51.4,,34.0,3.0,1.0,2.0,31.0,,,,7.0,2.0,3.0,2.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,73.6,195.0,168.0,0.0,0.0,0.0,5.0
232,Witsel,Dortmund,Midfielder,471,6,0,0,59.8,,35.0,5.0,2.0,3.0,5.0,,,,5.0,4.0,1.0,0.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,93.2,311.0,294.0,0.0,0.0,0.0,6.0
233,Neymar,Paris,Forward,468,6,0,1,55.6,,11.0,3.0,1.0,2.0,0.0,7.0,1.0,27.0,4.0,20.0,1.0,0.0,,,,,,,,10.0,1.0,5.0,0.1,4.0,84.2,259.0,223.0,0.0,5.0,0.0,5.0
234,Bamba,LOSC,Forward,468,6,0,0,58.2,,19.0,5.0,1.0,4.0,7.0,,,,7.0,11.0,3.0,0.0,,,,,,,,4.0,1.0,0.0,0.25,3.0,81.3,218.0,174.0,40.0,25.0,10.0,8.0
235,Dumfries,Inter,Defender,467,7,0,1,60.2,,10.0,6.0,1.0,5.0,4.0,0.0,0.0,5.0,12.0,7.0,1.0,0.0,,,,,,,,6.0,1.0,4.0,0.16666666666666666,1.0,77.2,124.0,93.0,14.0,14.0,2.0,0.0
236,Goretzka,Bayern,Midfielder,466,6,0,0,59.3,,35.0,8.0,5.0,3.0,6.0,,,,7.0,4.0,0.0,0.0,,,,,,,,16.0,3.0,7.0,0.1875,6.0,85.7,338.0,307.0,33.0,3.0,1.0,5.0
237,Zapata,Atalanta,Forward,464,6,3,3,50.1,,2.0,2.0,1.0,1.0,3.0,0.0,7.0,10.0,7.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,22.0,8.0,7.0,0.36363636363636365,7.0,70.0,130.0,92.0,20.0,5.0,1.0,0.0
238,Coquelin,Villarreal,Midfielder,463,8,1,0,57.6,,13.0,9.0,3.0,6.0,6.0,,,,9.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.6666666666666666,0.0,82.0,150.0,124.0,50.0,2.0,1.0,1.0
239,Ocampos,Sevilla,Midfielder,463,6,1,1,50.6,,9.0,1.0,0.0,1.0,2.0,1.0,1.0,16.0,4.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,7.0,0.25,2.0,79.2,165.0,133.0,21.0,19.0,4.0,1.0
240,Lauper,Young Boys,Midfielder,462,6,0,0,42.1,,43.0,12.0,7.0,5.0,13.0,,,,3.0,1.0,0.0,0.0,,,,,,,,3.0,3.0,0.0,1.0,0.0,90.2,348.0,313.0,0.0,0.0,0.0,6.0
241,Grealish,Man. City,Midfielder,461,7,1,1,57.1,,11.0,2.0,0.0,2.0,0.0,3.0,6.0,18.0,9.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,0.3,7.0,87.2,243.0,214.0,40.0,5.0,2.0,3.0
242,Claudinho,Zenit,Midfielder,460,6,2,0,55.8,,20.0,6.0,1.0,5.0,3.0,,,,7.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,4.0,6.0,0.3076923076923077,3.0,85.3,267.0,229.0,45.0,22.0,10.0,5.0
243,Otávio,Porto,Midfielder,450,6,0,0,53.8,,19.0,13.0,7.0,6.0,5.0,,,,12.0,8.0,1.0,0.0,,,,,,,,6.0,0.0,4.0,0.0,2.0,70.0,197.0,149.0,56.0,16.0,9.0,4.0
244,Feddal,Sporting CP,Defender,450,6,0,0,49.2,,24.0,8.0,3.0,5.0,19.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,71.5,259.0,229.0,0.0,0.0,0.0,7.0
245,Palomino,Atalanta,Defender,450,5,1,1,50.5,,41.0,6.0,3.0,3.0,14.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.3333333333333333,1.0,83.6,245.0,207.0,0.0,0.0,0.0,12.0
246,T. Hernández,Milan,Defender,450,5,0,1,51.4,,21.0,5.0,2.0,3.0,11.0,3.0,4.0,10.0,5.0,9.0,2.0,0.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,78.6,215.0,172.0,31.0,16.0,5.0,7.0
247,Danilo,Juventus,Defender,450,5,0,1,49.9,,24.0,9.0,1.0,8.0,21.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,89.6,362.0,331.0,0.0,7.0,0.0,9.0
248,Mykolenko,Dynamo Kyiv,Defender,450,5,0,0,56.4,,22.0,6.0,2.0,4.0,9.0,,,,3.0,5.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,0.5,0.0,84.2,201.0,171.0,22.0,9.0,2.0,6.0
249,Syrota,Dynamo Kyiv,Defender,450,5,0,0,54.0,,23.0,4.0,3.0,1.0,24.0,,,,4.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,85.6,224.0,194.0,0.0,0.0,0.0,4.0
250,Koundé,Sevilla,Defender,450,5,0,0,53.2,,48.0,0.0,0.0,0.0,15.0,,,,3.0,4.0,0.0,0.0,,,,,,,,5.0,2.0,2.0,0.4,1.0,90.0,343.0,311.0,0.0,0.0,0.0,11.0
251,Savić,Atlético,Defender,450,5,0,0,51.6,,34.0,6.0,5.0,1.0,17.0,,,,1.0,1.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,81.0,191.0,158.0,0.0,0.0,0.0,9.0
252,Akanji,Dortmund,Defender,450,5,0,0,50.6,,39.0,5.0,2.0,3.0,12.0,,,,1.0,2.0,0.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,87.0,299.0,262.0,0.0,1.0,0.0,9.0
253,L. Nielsen,Malmö,Defender,450,5,0,0,49.1,,27.0,6.0,5.0,1.0,28.0,,,,2.0,1.0,2.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,84.8,162.0,140.0,0.0,0.0,0.0,4.0
254,Marlon,Shakhtar Donetsk,Defender,450,5,0,0,48.8,,21.0,3.0,1.0,2.0,15.0,,,,6.0,0.0,0.0,0.0,,,,,,,,3.0,0.0,3.0,0.0,0.0,94.8,424.0,402.0,0.0,0.0,0.0,8.0
255,Mbemba,Porto,Defender,450,5,0,0,46.5,,31.0,4.0,1.0,3.0,19.0,,,,3.0,4.0,2.0,1.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,88.2,215.0,192.0,100.0,2.0,2.0,10.0
256,Casteels,Wolfsburg,Goalkeeper,450,5,0,0,30.8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,71.4,182.0,129.0,0.0,0.0,0.0,10.0
257,Ersin Destanoğlu,Beşiktaş,Goalkeeper,450,5,0,0,29.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,70.2,145.0,101.0,0.0,0.0,0.0,7.0
258,Donnarumma,Paris,Goalkeeper,450,5,0,0,27.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,83.8,153.0,128.0,0.0,0.0,0.0,13.0
259,Gulácsi,Leipzig,Goalkeeper,450,5,0,0,27.2,14.0,,,,,,,,,,,,,,,,,,,,,,,,,81.2,182.0,145.0,0.0,0.0,0.0,21.0
260,Bushchan,Dynamo Kyiv,Goalkeeper,450,5,0,0,25.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,71.0,200.0,142.0,0.0,0.0,0.0,18.0
261,Athanasiadis,Sheriff,Goalkeeper,450,5,0,0,22.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,69.2,154.0,106.0,0.0,0.0,0.0,10.0
262,Musiala,Bayern,Midfielder,448,8,1,1,59.0,,17.0,2.0,1.0,1.0,1.0,0.0,1.0,20.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,0.3,5.0,83.4,168.0,141.0,0.0,2.0,0.0,0.0
263,Brorsson,Malmö,Defender,448,5,0,0,49.9,,17.0,4.0,3.0,1.0,22.0,,,,5.0,2.0,2.0,0.0,,,,,,,,,,,,,80.2,163.0,139.0,0.0,0.0,0.0,4.0
264,Ziyech,Chelsea,Midfielder,446,9,1,2,53.5,,11.0,5.0,2.0,3.0,1.0,23.0,0.0,12.0,13.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,2.0,0.46153846153846156,5.0,76.8,240.0,186.0,26.0,41.0,11.0,3.0
265,Saelemaekers,Milan,Midfielder,444,6,0,0,57.3,,24.0,5.0,1.0,4.0,2.0,,,,7.0,7.0,1.0,0.0,,,,,,,,4.0,1.0,1.0,0.25,2.0,77.5,182.0,141.0,28.0,7.0,2.0,1.0
266,Douglas Santos,Zenit,Defender,444,5,0,2,50.5,,23.0,8.0,5.0,3.0,20.0,6.0,1.0,3.0,4.0,6.0,0.0,0.0,,,,,,,,5.0,0.0,3.0,0.0,2.0,85.0,238.0,202.0,39.0,23.0,9.0,4.0
267,Chistiakov,Zenit,Defender,444,5,0,0,50.8,,19.0,6.0,4.0,2.0,18.0,,,,7.0,1.0,2.0,1.0,,,,,,,,5.0,1.0,2.0,0.2,2.0,92.2,209.0,196.0,0.0,0.0,0.0,4.0
268,Souza,Beşiktaş,Midfielder,442,5,0,0,55.5,,40.0,20.0,12.0,8.0,9.0,,,,7.0,3.0,3.0,1.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,87.2,267.0,237.0,0.0,1.0,0.0,13.0
269,Berget,Malmö,Midfielder,438,5,0,0,53.0,,15.0,3.0,1.0,2.0,16.0,,,,3.0,4.0,0.0,0.0,,,,,,,,,,,,,64.2,162.0,104.0,28.0,7.0,2.0,0.0
270,Onguéné,Salzburg,Defender,437,5,0,0,48.3,,33.0,4.0,3.0,1.0,22.0,,,,5.0,5.0,1.0,0.0,,,,,,,,,,,,,87.2,242.0,213.0,0.0,0.0,0.0,10.0
271,Buyalskiy,Dynamo Kyiv,Midfielder,436,5,0,0,58.5,,8.0,5.0,2.0,3.0,1.0,,,,2.0,14.0,1.0,0.0,,,,,,,,4.0,3.0,0.0,0.75,1.0,80.4,101.0,84.0,50.0,2.0,1.0,0.0
272,Xeka,LOSC,Midfielder,435,7,0,0,54.1,,19.0,8.0,1.0,7.0,4.0,,,,6.0,5.0,3.0,0.0,,,,,,,,4.0,0.0,3.0,0.0,1.0,80.3,218.0,180.0,33.0,9.0,3.0,16.0
273,Mæhle,Atalanta,Defender,435,5,0,1,56.4,,21.0,4.0,3.0,1.0,4.0,0.0,1.0,11.0,3.0,7.0,0.0,0.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,81.8,217.0,184.0,0.0,8.0,0.0,0.0
274,Garcia,Young Boys,Defender,435,5,0,0,40.2,,21.0,8.0,4.0,4.0,7.0,,,,9.0,2.0,1.0,0.0,,,,,,,,5.0,1.0,2.0,0.2,2.0,79.8,226.0,184.0,30.0,23.0,7.0,6.0
275,Malcom,Zenit,Forward,434,6,0,1,48.6,,13.0,3.0,2.0,1.0,2.0,6.0,2.0,12.0,3.0,14.0,0.0,0.0,,,,,,,,10.0,3.0,3.0,0.3,4.0,84.5,179.0,149.0,23.0,21.0,5.0,5.0
276,Fred,Man. United,Midfielder,433,6,0,0,43.4,,29.0,10.0,6.0,4.0,2.0,,,,4.0,10.0,1.0,0.0,,,,,,,,5.0,2.0,2.0,0.4,1.0,84.8,262.0,224.0,50.0,2.0,1.0,5.0
277,Angeliño,Leipzig,Defender,432,5,0,3,50.7,,14.0,3.0,2.0,1.0,5.0,8.0,0.0,4.0,4.0,2.0,2.0,1.0,,,,,,,,5.0,0.0,2.0,0.0,3.0,72.4,180.0,132.0,26.0,30.0,8.0,10.0
278,Pedraza,Villarreal,Midfielder,431,10,0,1,55.3,,18.0,4.0,1.0,3.0,9.0,0.0,0.0,9.0,5.0,3.0,1.0,0.0,,,,,,,,6.0,0.0,6.0,0.0,0.0,61.4,195.0,151.0,15.0,19.0,3.0,0.0
279,Pino,Villarreal,Forward,431,7,1,0,54.7,,14.0,10.0,4.0,6.0,0.0,,,,7.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.5,0.0,76.7,106.0,88.0,0.0,5.0,0.0,0.0
280,Verratti,Paris,Midfielder,431,5,0,0,55.7,,22.0,35.0,18.0,17.0,4.0,,,,5.0,10.0,2.0,0.0,,,,,,,,,,,,,93.0,436.0,403.0,0.0,2.0,0.0,14.0
281,Guilavogui,Wolfsburg,Midfielder,429,5,0,0,50.5,,39.0,6.0,1.0,5.0,26.0,,,,11.0,2.0,4.0,1.0,,,,,,,,1.0,0.0,1.0,0.0,0.0,85.4,215.0,184.0,0.0,0.0,0.0,5.0
282,Kanté,Chelsea,Midfielder,427,6,0,1,52.2,,29.0,9.0,3.0,6.0,4.0,0.0,0.0,4.0,12.0,2.0,0.0,0.0,,,,,,,,3.0,0.0,2.0,0.0,1.0,89.8,274.0,245.0,50.0,4.0,2.0,3.0
283,Kovačić,Chelsea,Midfielder,426,6,0,0,50.3,,16.0,12.0,5.0,7.0,1.0,,,,6.0,4.0,0.0,0.0,,,,,,,,4.0,0.0,2.0,0.0,2.0,91.3,457.0,425.0,0.0,0.0,0.0,7.0
284,Lindelöf,Man. United,Defender,426,5,0,0,37.8,,30.0,5.0,3.0,2.0,15.0,,,,5.0,1.0,1.0,0.0,,,,,,,,,,,,,93.6,280.0,263.0,50.0,2.0,1.0,8.0
285,Hermoso,Atlético,Defender,425,6,0,0,47.7,,28.0,2.0,1.0,1.0,23.0,,,,9.0,1.0,1.0,0.0,,,,,,,,2.0,0.0,1.0,0.0,1.0,76.0,165.0,127.0,0.0,3.0,0.0,8.0
286,C. Martins Pereira,Young Boys,Midfielder,420,5,0,0,44.5,,32.0,10.0,2.0,8.0,6.0,,,,7.0,4.0,1.0,0.0,,,,,,,,5.0,1.0,3.0,0.2,1.0,91.2,177.0,162.0,0.0,0.0,0.0,6.0
287,Hakan Çalhanoğlu,Inter,Midfielder,419,6,0,0,55.2,,14.0,8.0,2.0,6.0,2.0,,,,5.0,4.0,0.0,0.0,,,,,,,,5.0,1.0,3.0,0.2,1.0,85.7,262.0,225.0,47.0,34.0,16.0,4.0
288,Wan-Bissaka,Man. United,Defender,419,6,0,0,45.9,,28.0,12.0,7.0,5.0,12.0,,,,4.0,2.0,0.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,84.8,254.0,218.0,0.0,9.0,0.0,2.0
289,Tomori,Milan,Defender,418,5,1,0,45.4,,30.0,10.0,3.0,7.0,22.0,,,,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.6666666666666666,0.0,87.4,194.0,169.0,0.0,0.0,0.0,3.0
290,Botman,LOSC,Defender,418,5,0,0,47.4,,37.0,7.0,5.0,2.0,20.0,,,,1.0,3.0,1.0,0.0,,,,,,,,3.0,1.0,2.0,0.3333333333333333,0.0,88.0,248.0,220.0,0.0,0.0,0.0,13.0
291,Rits,Club Brugge,Midfielder,417,6,2,0,53.9,,14.0,5.0,3.0,2.0,2.0,,,,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,2.0,0.5,2.0,77.2,129.0,101.0,33.0,3.0,1.0,3.0
292,Baku,Wolfsburg,Midfielder,413,6,1,0,48.6,,11.0,0.0,0.0,0.0,8.0,,,,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,1.0,68.7,144.0,99.0,11.0,9.0,1.0,2.0
293,Ahmedhodžić,Malmö,Defender,413,5,0,0,46.3,,32.0,6.0,3.0,3.0,24.0,,,,6.0,0.0,1.0,1.0,,,,,,,,,,,,,83.0,225.0,191.0,0.0,0.0,0.0,10.0
294,André Silva,Leipzig,Forward,410,6,3,2,47.2,,8.0,3.0,0.0,3.0,1.0,0.0,9.0,5.0,8.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,21.0,10.0,6.0,0.47619047619047616,5.0,83.8,99.0,82.0,66.0,3.0,2.0,1.0
295,Vidal,Inter,Midfielder,409,7,1,2,53.2,,30.0,19.0,10.0,9.0,9.0,0.0,0.0,2.0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.6666666666666666,1.0,90.4,254.0,222.0,66.0,3.0,2.0,3.0
296,Balanta,Club Brugge,Midfielder,407,5,0,0,50.7,,37.0,10.0,3.0,7.0,9.0,,,,18.0,3.0,4.0,0.0,,,,,,,,,,,,,79.8,155.0,124.0,0.0,2.0,0.0,1.0
